file,sha256,bytes,lines,owner,role,unsafe_sites,allocation_copy_sites,global_or_discovery_sites,reachability,contracts,lifetime,cost,review_status,disposition,evidence
packages/com.motu.runtime/Runtime/Shaders/RockDecoration.shader,de83db7e572b571ea15a1bb1d27aae2b0233be554410628c211b09072af018d7,6119,166,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/RockDecoration.shader.meta,9183f53d4e3a42743663560bf5eb63362466f10d16c3ad1c38fa521b1de9f2a4,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/SeaMaskCommon.cginc,65f908ded0d1a2232eac45025a26db94388f2c7c635480429621b5ebf335a657,435,11,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/SeaMaskCommon.cginc.meta,bddd0ffbf20d5bae27aa45b6c5c831c82e67fc45826c928946750ec5765b8176,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/SeaWater.shader,98fb3f0c40926529d7991b2a96ffa916cfcfdf8b1f6b162d403054a76c492753,16405,274,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/SeaWater.shader.meta,e83211eae8ad68658b3cdb5731d51bb4ac0aa1d7227c7025c906ee3607430aa8,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/SkyDome.shader,b0af31651eb7f1e639c24b91b3594338902867e08e7ae1e0ca7c35f5678afc4f,15923,350,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/SkyDome.shader.meta,73777d47b636d386b4cc04ac722fa7764e140c797752eba8d01297e1006629a3,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/Terrain.shader,7f4523ede46d46a8f609c6847eec44a6a415aff21e85d582c75c6e364ff0439e,1337,45,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/Terrain.shader.meta,6e9bc2ea6cdf8eea07429bc8fa1e2d266f4478419dd1dedb583cd90916edb250,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainCoverageCommon.cginc,92827ed97a8275439d4863f45b4991bdcd471211addb334da6e554d14bbac1d3,12677,400,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainCoverageCommon.cginc.meta,f2c04bc6b849e438ff5bb90ab8b2c84b6f04d3615760080ed02bcea7219affb5,158,7,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainDetail.shader,37cf046263d115113a5f4b316519511c37b70ca77c3eb12684e42c603588f145,55340,1116,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainDetail.shader.meta,ca441fa46b24e6dadbbb92f5710ea52e10027d0b416072a0dd5cbd6663d3e4de,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainGrass.shader,e344df52139858c2030f2ee06d60c72566d81f7dcee510cf4e63ecd24e138d69,10412,283,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainGrass.shader.meta,ae1a4504bc6ad476e978a90755112994ec2269ac5ab362f5a021901d68e2b9ea,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainGrassCommon.cginc,87286d6f05a99e79c5cc4026f8a8287e8d107953dba372938b5291f293594ec6,6692,185,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainGrassCommon.cginc.meta,4ecbd5eadf58140daed42d52898a8d0f29727cf846d4b377ee7c9889f3283477,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainOcclusion.shader,d6d6f27f706ac2053700ddbc0f120ba60eb07b26440bb5bb78dcdc61b1eca371,2000,57,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainOcclusion.shader.meta,baa1bab719dc6a10f7e71da42962d31c5079cd68e9eaa6059057b35642e19cab,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainRockCommon.cginc,b9bc61ec08cd55dc3d83b7b4bac73cddad4ac7204c8c5a6dc5220b907fabc1ac,786,17,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TerrainRockCommon.cginc.meta,54cab372b8172ef5f49251627b548c637bcf1a9dae499bd62d2577732e293827,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeFoliage.shader,9ced4829e55257dcc91be95d0c0d6a5c8776484872ddf95e0f3e01356ab77cdc,13760,384,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeFoliage.shader.meta,ccd41b60b9ca71097f700521f715aa8fbe377dce8f801b271b12198903c8a827,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeFoliageDistant.shader,4a600fe66ec375ab3f25bbb3c6fa3625a6dcac93f0d327a00ace662cd68a3063,8941,215,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeFoliageDistant.shader.meta,078db842eaadf666d738cb9699971d58a3b3a15feac44f06f51bd93e59da1ef0,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeFoliageFurCommon.cginc,bb1f094492f7899479d11abfca35cb5f320f35804bec771f6a94eea120990e24,5633,163,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeFoliageFurCommon.cginc.meta,d18810b1e38af014e09e99d6b0a2e67d6531fb3973556c254bcd696fd8982cb9,158,7,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeSurfaceNoise.cginc,8fd751fe92ddc50d0e588ac62736d3a86db3585c03bbfb897f8f8ecdb2682370,4009,124,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeSurfaceNoise.cginc.meta,e916fa755143778e04953130b71f802de97054279dfe8264bca6b397a1eac0a8,158,7,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeWindCommon.cginc,0f563e2b1ee7a0ad7bfb0d573da10601afaf4a2a8e8b7334b5f080c346bd118a,2256,75,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeWindCommon.cginc.meta,a7a632187e621f1320314f755fbf5967a289c1a859d90973a390cad03a35ab0e,158,7,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeWood.shader,f35afc7ae7875201fe504eb96f3c97aae8d50d7e02b1fe526268320cb9abc910,18281,406,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/TreeWood.shader.meta,a92d6a0e4f3a413e55ee0db82de7622b0659e93e4cab45d643cef47c423c6aad,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WaterCommon.cginc,fd97d08ec0bf0069d6e42bd16999012c67dffcc6badbb157de452ef7318da25e,5940,179,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WaterCommon.cginc.meta,7b39893046bddc1c037dcacb2bdd0db4e1ae1894fe3f9a92a5a2dfc984cade87,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WaterOptics.cginc,ec69132eac5acc0b9683fe22ebfa677ff72ee08a882abd5272a60e0f69364750,6262,119,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WaterOptics.cginc.meta,a974f4fbc1a7b18dd365a303e5d1adf934bfd1c87a43b9c5790559c762322222,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WaterfallFootMist.shader,bcfced83e7ef9f1e556274577d4b2fa9384f44ac4db06b3417ad8d07f490dca7,10277,244,com.motu.runtime,implementation,0,0,0,Waterfall materials and packaged shader library.,SV_POSITION named pos for Unity shadow transfer macros; numerical visual equations unchanged.,Materials/renderers own shader use; library retains references.,See measurement/evidence; no unmeasured speed claim.,reviewed,fix player shadow variants,Metal player compilation; ShaderHasError checks; broader rendering tests.
packages/com.motu.runtime/Runtime/Shaders/WaterfallFootMist.shader.meta,e4cda4ed2501c19e6fda931b6800fddf0f2583bb0c51e459c1a0729573350975,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WaterfallSprayLighting.cginc,13747ab8d0daf51761129c74485b3d7ecdf51b08247cb48d603cf2c321d5d49b,964,28,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WaterfallSprayLighting.cginc.meta,20174b542ebc042cd5d0c2b4b53de60f66e1b7e27b27c60a9879d2debdf439b8,158,7,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WaterfallSprayParticle.shader,6e4b51b259944616cac3e95246177eb53163e49ce1e343d1529da3629cc5a445,2823,94,com.motu.runtime,implementation,0,0,0,Waterfall materials and packaged shader library.,SV_POSITION named pos for Unity shadow transfer macros; numerical visual equations unchanged.,Materials/renderers own shader use; library retains references.,See measurement/evidence; no unmeasured speed claim.,reviewed,fix player shadow variants,Metal player compilation; ShaderHasError checks; broader rendering tests.
packages/com.motu.runtime/Runtime/Shaders/WaterfallSprayParticle.shader.meta,a00c3ff164030fe92fc4a8c0d86123db39b02d497f37e0942dc4de47430c8508,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WeatherWindCommon.cginc,3a4e409ac397e0b84dbeb9b76d465670f173f7300917c0ca95200d279b36393c,2265,71,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Shaders/WeatherWindCommon.cginc.meta,af2be62f2273f0056efb49b6a4629f1f3c10748f69745704c5525f66422eb607,201,9,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming.meta,84f591b6fa20d19bbe243fdd8b84bc834f400aefe683496e9922a921c78303c8,169,8,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/CaveCollisionScope.cs,8167867850ace07f9c27284067c9056c372810f0a81ade2acfa0b2e82ed23887,2085,52,com.motu.runtime,implementation,0,1,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/CaveCollisionScope.cs.meta,60b875333e12220e094405fc61bf7ba810fad801685efafcf415760161f8f1b5,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/CaveStreamer.cs,0599eae59d01cd605064fa39afb8239cbaed5f336d8a61c81a4cb03aefc55a1a,12140,230,com.motu.runtime,implementation,0,2,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/CaveStreamer.cs.meta,1c85dea866c350307243f3f23ad80b31aba9dbc9140b6fa6d2a4afb52b6409e1,59,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/FernTileStreamer.cs,ffab4e6e1e9b7e222c47547cfb4087a6fd6467c023a5caca30ad8747c0039e7c,5036,141,com.motu.runtime,implementation,0,2,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/FernTileStreamer.cs.meta,043d67df6668f81828baca5e3a40c6b04d51254521ac5787991933ad501b47f4,59,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/ForestGridWorker.cs,d0616b7159fae3e076ca1be534df1f9f7d453bc32f1d3c51bc4a71d34cf4caf3,3930,86,com.motu.runtime,implementation,0,0,0,Preparation -> TerrainTileStreamer -> ForestTileStreamer -> ForestGridWorker; benchmark and test entry points.,"Leased native reads, global forest concurrency, cancellation, leaf ownership boundaries and single-use region transfer reviewed.",Whole native forest remains resident; managed detail arrays transfer once; pending and installed Unity details are owned by the streamer.,"FOREST_STREAMING.md records summed whole-island payload and maximum temporary region, with mesh upload and snapshot-load limits.",reviewed,bounded forest detail residency,FOREST_STREAMING.md; forest-streaming/large-island.json; forest_streaming in validation.json.
packages/com.motu.runtime/Runtime/Streaming/ForestGridWorker.cs.meta,4c4b0a3d94370a552735fc51bc99100a3db21b3fdb117d1282323505e0a24518,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/ForestTileStreamer.cs,a180646fd656916a79bd5ed177760b08396e9136204e24911d81fca76241bc8b,31003,785,com.motu.runtime,implementation,0,9,0,Preparation -> TerrainTileStreamer -> ForestTileStreamer -> ForestGridWorker; benchmark and test entry points.,"All forest initialization, LOD transitions, pending upload ownership, materials, bounds, wireframe and collider teardown reviewed.",Whole native forest remains resident; managed detail arrays transfer once; pending and installed Unity details are owned by the streamer.,"FOREST_STREAMING.md records summed whole-island payload and maximum temporary region, with mesh upload and snapshot-load limits.",reviewed,bounded forest detail residency,FOREST_STREAMING.md; forest-streaming/large-island.json; forest_streaming in validation.json.
packages/com.motu.runtime/Runtime/Streaming/ForestTileStreamer.cs.meta,7f727a9adbaa4591fc4f647f4c31fa104417d516f1a46a70454a0c8b92132888,240,11,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/ReedTileStreamer.cs,b8c56d42ac8724e4e1a5b736668268152b0363e84f676e33a69c6f066bad48bb,5102,142,com.motu.runtime,implementation,0,2,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/ReedTileStreamer.cs.meta,105ec6f90e979483490e768a8812d422948d30e1c7674bac0bf5cc145b58e21f,240,11,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/StreamedMeshTile.cs,d9ac54d757286a841ccce17494419c409587ea57f2e9266af802b7e4960bac9b,1750,55,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/StreamedMeshTile.cs.meta,46a187b3dd764946590743673580e5993f04b8ff6a47e465c28e439a1cf649c7,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/TerrainGridWorker.cs,b23bcfebab59c39ae299d8cc521553572bc07d267fbab2fcfe63af6d60cd1771,2567,56,com.motu.runtime,implementation,0,0,0,IslandGenerator.PrepareStreamingAt -> TerrainTileStreamer; runtime installer supplies owned native island.,"Single-export gate, worker-only native grid/copy preparation, cancellation and export cleanup.",Background exports hold a native lease; unload cancels without waiting; Unity objects stay on the main thread.,"One export globally, cooperative upload budget; atomic mesh/collider calls remain.",reviewed,streaming responsiveness,STREAMING_FREEZES.md; streaming-freezes/unity-tests.xml; streaming-freezes/consumer-tests.xml
packages/com.motu.runtime/Runtime/Streaming/TerrainGridWorker.cs.meta,5f6485e95bee1f207ad0cb58415eabd865f8cf1b4520ea0223ac276cb36d8c24,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/TerrainTileStreamer.Colliders.cs,bd9ff30c95abb91b999457c95895a8f094c0a49353163fe2983fcef9cfffbc2e,7111,198,com.motu.runtime,implementation,0,2,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/TerrainTileStreamer.Colliders.cs.meta,c3304682759387bef69e453b08ad35fa2544dc1f7f40f69eefba44c196101c77,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/TerrainTileStreamer.DetailStreaming.cs,cde7e3cc11a86f9fe84e87d53b8e3a2433d369c5b7a48661963130a245d2a6a3,28699,743,com.motu.runtime,implementation,0,11,0,IslandGenerator.PrepareStreamingAt -> TerrainTileStreamer; runtime installer supplies owned native island.,LOD neighborhood replacement and worker/upload coroutine only; batches and feature groups need broader profiling.,Background exports hold a native lease; unload cancels without waiting; Unity objects stay on the main thread.,"One export globally, cooperative upload budget; atomic mesh/collider calls remain.",partial,streaming responsiveness,STREAMING_FREEZES.md; streaming-freezes/unity-tests.xml; streaming-freezes/consumer-tests.xml
packages/com.motu.runtime/Runtime/Streaming/TerrainTileStreamer.DetailStreaming.cs.meta,f0e6efbbda8414f135687c33fac6b62b72f55582aa5c78012b7093902ad72de5,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/TerrainTileStreamer.cs,d5689a3df2e6f3dc738dff99f6c7f2f0b7699a2ab7907e170d3e75b4e97beffe,37579,915,com.motu.runtime,implementation,0,8,0,Preparation -> TerrainTileStreamer -> ForestTileStreamer -> ForestGridWorker; benchmark and test entry points.,Forest worker and upload budget wiring plus previous terrain transition review; remaining terrain/collision/grass audit open.,Whole native forest remains resident; managed detail arrays transfer once; pending and installed Unity details are owned by the streamer.,"FOREST_STREAMING.md records summed whole-island payload and maximum temporary region, with mesh upload and snapshot-load limits.",partial,bounded forest detail residency,FOREST_STREAMING.md; forest-streaming/large-island.json; forest_streaming in validation.json.
packages/com.motu.runtime/Runtime/Streaming/TerrainTileStreamer.cs.meta,7c2b8489c9fd41c885f809047153ed3589be6ee544ff6bbe3b3178cf90610a74,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/TileNeighborhood.cs,394eadf4e2224cded0ddaabcb2f0c01567fd77f995080a4a577a8381bf592124,391,11,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/Streaming/TileNeighborhood.cs.meta,4cb5c74d34fd4f3b5a433ec5b78315fd07f45638c04f6e6d8dd2099d62221cb4,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World.meta,a64866876df64e690d2d7a0e12a72332d6a5e9dcf1a9227ba442288fe2cf633f,169,8,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/CelestialLighting.cs,33693df0567757e401af1ea7d0c6ad66626a70e26a909094225c6bc576e50c19,7894,194,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/CelestialLighting.cs.meta,240610abdbb4a4dcc85ab8ef6f4b8d7979d3041f5c9548c96bdaf68745f112f6,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/CloudWeatherSettings.cs,6e56b45cef23d4d98ad92f38322298cd8cfa6806cd7ad7b9a9aac5adc0c352ef,4885,89,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/CloudWeatherSettings.cs.meta,b0a11b1cc5dfe4f13e12e4ebc80e9b658c71006fef7393c97d3c71397eeb411c,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/EnvironmentHostState.cs,7e3f3540bafe0aac1f140967d8f11ec6314a86880b0bd26dd340c93b9e311029,8230,165,com.motu.runtime,implementation,0,2,11,"World initialization, camera pre-cull, environment disable/re-enable/destruction; packaged consumer and development tests.",Single owner; capture host state before mutation; preserve borrowed effects/assets; support additive environment unload with unchanged host active scene; guard startup activation notification.,One state snapshot per activation; camera/light captures on first use; owned effect destruction handles same-frame re-enable; owned generated components/meshes/materials released at teardown.,No steady-state capture allocation; existing lookup reused. No new FPS or residency benchmark claim.,reviewed,environment ownership change reviewed,"unity-environment-tests.xml: 134 pass, 8 fixture skips; consumer-environment-tests.xml; actual IL2CPP player navigation/render/teardown and repository-read-denied run; validation.json."
packages/com.motu.runtime/Runtime/World/EnvironmentHostState.cs.meta,c5ca80819328d8c113748fc1f77a1fe64db366b40cd5b49dd97f9ee9c3ddacfc,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/IWorldSurfaceQuery.cs,742f933bc163c53efa888df3f1287bbd44c88a2dfba3027a4710f7558dd15a98,410,13,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/IWorldSurfaceQuery.cs.meta,bef6a621d299173a0fdbab68ee48b3dbb2f91cfafb9f4801c98112abbdd98f3a,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/IslandWorldManager.Caves.cs,c8cb3f058db238ed585f39c58c835ad1fd2b36d85e227e31aa5a990645bdcab8,1509,38,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/IslandWorldManager.Caves.cs.meta,0939765d695f2a62ddcef4132961f8de6be3aef10374d26d20cd6ef7a2455198,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/IslandWorldManager.Discovery.cs,edab492da84f037f39da9f705b0e77fc6e5a4806659e264be43bfe6e8b69996e,12995,352,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/IslandWorldManager.Discovery.cs.meta,033e0419ea3da5aeb68e0a06459ba5c8ad4aa0974b381987ae82a1ea7062ff65,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/IslandWorldManager.cs,433f1d02f717a09850eb1e46533cc521d3c338301e1e73660566160f5dffec50,21618,580,com.motu.runtime,implementation,0,3,2,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/IslandWorldManager.cs.meta,36f43b0114c36397494601b3f38df10b005a43818c103ab4848f8cfdcfbcc17b,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanClipmapMeshBuilder.cs,1e3895bd573289fd59381b34d4b6ff848196fc4ddacf9bd7210cdf6f11246577,5409,137,com.motu.runtime,implementation,0,2,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanClipmapMeshBuilder.cs.meta,835cbf514777cdbda72f97b6137ef10ea05670e079d5543e4e9ea4be90edc0cc,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanFoamHistory.cs,fe356327ae2b21c105e7469799e061490978b51f5cf3c325ef9c2bbc8a9d5fed,3911,80,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanFoamHistory.cs.meta,33ba23c70ab268258182c7973c0fa7822da2b70451385f04c9f56a9f576e2aab,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanSurfaceController.Animation.cs,c33097e9652421c5ddf31067836f926f4ae935b7f1898acd0e79dc377edc622e,7884,185,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanSurfaceController.Animation.cs.meta,d1b2c0fb29748aafb83ccc8b4997a52d83e2c5dce9b027f21287f13e6daa3850,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanSurfaceController.cs,c8638ee5b5b6139d7cbca2fd18e0ad34f4be0fb64062eba3dca470c242dd2890,17104,411,com.motu.runtime,implementation,0,0,0,"World initialization, camera pre-cull, environment disable/re-enable/destruction; packaged consumer and development tests.",Single owner; capture host state before mutation; preserve borrowed effects/assets; support additive environment unload with unchanged host active scene; guard startup activation notification.,One state snapshot per activation; camera/light captures on first use; owned effect destruction handles same-frame re-enable; owned generated components/meshes/materials released at teardown.,No steady-state capture allocation; existing lookup reused. No new FPS or residency benchmark claim.,reviewed,environment ownership change reviewed,"unity-environment-tests.xml: 134 pass, 8 fixture skips; consumer-environment-tests.xml; actual IL2CPP player navigation/render/teardown and repository-read-denied run; validation.json."
packages/com.motu.runtime/Runtime/World/OceanSurfaceController.cs.meta,c5e0a2c496775d33ab7fae7b3d9843bb1a5b3652920ea0419acc23ee58ee7fc2,240,11,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanSurfaceSampler.cs,f2cebd4a60fdede79ff9552194332172864db50195a2416069cd5c419b75d816,8214,164,com.motu.runtime,implementation,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanSurfaceSampler.cs.meta,aae8b87950340cd76a567a9f85ab0896d3fa0a390542ba256159c76798c57665,59,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/OceanWaveMaskComposer.cs,b32268859d28c82597c0165cb5e7ac254365421541c2505d61add4858e55eb85,13478,355,com.motu.runtime,implementation,0,1,0,"World initialization, camera pre-cull, environment disable/re-enable/destruction; packaged consumer and development tests.",Single owner; capture host state before mutation; preserve borrowed effects/assets; support additive environment unload with unchanged host active scene; guard startup activation notification.,One state snapshot per activation; camera/light captures on first use; owned effect destruction handles same-frame re-enable; owned generated components/meshes/materials released at teardown.,No steady-state capture allocation; existing lookup reused. No new FPS or residency benchmark claim.,reviewed,environment ownership change reviewed,"unity-environment-tests.xml: 134 pass, 8 fixture skips; consumer-environment-tests.xml; actual IL2CPP player navigation/render/teardown and repository-read-denied run; validation.json."
packages/com.motu.runtime/Runtime/World/OceanWaveMaskComposer.cs.meta,8a6a346c9fd37bdba8f5524c8fe56168058c39998fdd90b14b6e6a67ce9772d3,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
packages/com.motu.runtime/Runtime/World/UnityFrameBudget.cs,69a48b0b3dd9281601afa4f939adbed6181f39f975f2d4fc6c9f148b675834a6,1009,36,com.motu.runtime,implementation,0,0,0,IslandGenerator.PrepareStreamingAt -> TerrainTileStreamer; runtime installer supplies owned native island.,Existing cooperative upload budget and read-only millisecond setting.,Background exports hold a native lease; unload cancels without waiting; Unity objects stay on the main thread.,"One export globally, cooperative upload budget; atomic mesh/collider calls remain.",reviewed,streaming responsiveness,STREAMING_FREEZES.md; streaming-freezes/unity-tests.xml; streaming-freezes/consumer-tests.xml
packages/com.motu.runtime/Runtime/World/UnityFrameBudget.cs.meta,54af135edd7aae62159900e39d7b78a26388ea4d893d60dcb31521c97028852a,60,2,com.motu.runtime,asset/metadata,0,0,0,,,,,pending,investigate,
